what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1354612022343
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1354612023062
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1354612023078
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1354612023078
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1354612023078
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1354612023078
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1354612023296
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1354612023296
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1354612023328
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1354612023328
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1354612023328
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1354612023562
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1354612023562
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1354612023562
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1354612023562
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1354612023562
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1354612023562
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1354612023562
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1354612023687
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1354612023921
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1354612024015
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1354612024015
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1354612024015
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1354612024125
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1354612024203
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1354612024468
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1354612024500
started,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1354612024796
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1354612024953
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.500.v201105122000,"org.eclipse.jst.j2ee.webservice.ui",1354612024953
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1354612024953
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1354612024953
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.100.v201201031437,"org.eclipse.jst.ws.jaxws.utils",1354612025109
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1354612025156
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1354612025156
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1354612025156
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1354612025156
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1354612025156
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1354612025156
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1354612025156
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1354612025156
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1354612025203
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1354612025203
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1354612025578
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1354612025750
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1354612025750
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1354612025765
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1354612025843
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1354612025843
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1354612025843
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1354612026000
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1354612026078
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1354612026078
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1354612026093
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1354612026093
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1354612026140
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1354612026140
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1354612026218
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1354612026218
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1354612026218
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1354612026218
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1354612026218
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1354612026218
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1354612026218
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1354612026218
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1354612026281
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1354612026390
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1354612026390
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1354612026593
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1354612026671
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1354612026671
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1354612026750
os,sysinfo,,,"win32",1354612026750
arch,sysinfo,,,"x86",1354612026750
ws,sysinfo,,,"win32",1354612026750
locale,sysinfo,,,"fr_FR",1354612026750
processors,sysinfo,,,"2",1354612026750
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1354612026750
java.runtime.version,sysinfo,,,"1.6.0_32-b05",1354612026750
java.specification.name,sysinfo,,,"Java Platform API Specification",1354612026750
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354612026750
java.specification.version,sysinfo,,,"1.6",1354612026750
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1354612026750
java.version,sysinfo,,,"1.6.0_32",1354612026750
java.vm.info,sysinfo,,,"mixed mode, sharing",1354612026750
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1354612026750
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1354612026750
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1354612026750
java.vm.specification.version,sysinfo,,,"1.0",1354612026750
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1354612026750
java.vm.version,sysinfo,,,"20.7-b02",1354612026750
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1354612027031
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1354612027312
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1354612027718
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1354612028062
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1354612028171
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1354612028375
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1354612028812
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1354612030125
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1354612030609
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1354612030656
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1354612031062
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1354612031265
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1354612031828
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354612031890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612031906
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1354612032796
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1354612033515
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1354612036796
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1354612038718
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1354612039171
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1354612039328
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1354612039734
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1354612040906
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1354612040937
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1354612043484
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1354612048421
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1354612049125
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1354612049875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612141421
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1354612148968
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1354612149421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612149453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612151703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612162375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612171796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354612171812
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612233500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612233500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612233625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612240859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612241312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612242359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612243718
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612250921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612253890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612314828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612315703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612321265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612322640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612323843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612324046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612327515
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1354612330968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612334390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612339640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612344953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612348625
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612348890
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1354612349250
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1354612349796
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612350531
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354612350546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612352859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612354875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1354612362234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612364812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612369609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1354612369609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612371968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612373671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612380453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612384968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612388078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612389828
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1354612394843
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1354612395250
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1354612395484
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1354612396203
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1354612396453
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1354612396656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612403734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612404609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1354612404625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612412625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612412640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612412734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612425859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612426703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612427968
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612442281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612442953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612541875
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354612549421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612552671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612561859
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612562031
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612562093
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354612594687
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612597875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612601265
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612601343
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612601437
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1354612602781
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1354612602906
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354612609250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612611968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612614328
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612614437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612614546
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1354612614546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612629250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612969671
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1354612972187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612977015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1354612999046
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1354612999156
